,Unnamed: 0,Country,Year,Coffee Consumption (kg per capita per year),Average Coffee Price (USD per kg),Type of Coffee Consumed,Population (millions)
154,154,Country_32,2005,6.646088735618025,13.995278368295557,Mocha,145.7871414976751
155,155,Country_4,2006,5.869443566062932,7.548732675855594,Latte,116.0330462697166
156,156,Country_30,2006,7.8306731769784275,14.644306179610629,Mocha,43.73410672165854
157,157,Country_37,2018,5.530880629484972,5.067852395210232,Americano,33.66994520508242
158,158,Country_23,2005,4.709117557491747,13.929382873025403,Espresso,67.68480614779261
159,159,Country_39,2010,4.347828618872115,8.897333342724446,Cappuccino,149.08867049199097
160,160,Country_45,2010,3.691762560397972,4.811185816552768,Mocha,62.48753510175615
161,161,Country_15,2006,4.125971009493291,13.674737518446962,Latte,30.66119317526805
162,162,Country_43,2001,2.758643510752811,6.771342336500248,Cappuccino,141.7070887897029
163,163,Country_29,2018,4.774856087431116,4.244751380447477,Latte,58.50177866180739
164,164,Country_36,2003,2.2925584989036656,5.493878161261115,Cappuccino,103.943934196917
165,165,Country_13,2005,3.4913107773306145,11.250262160897378,Cappuccino,118.43479381357344
166,166,Country_32,2016,7.974163556955433,14.755926380520144,Espresso,126.63022940687055
167,167,Country_7,2004,4.603751909412981,5.2260835354186845,Cappuccino,123.37077768129576
168,168,Country_22,2006,7.345896135818751,9.08142852937238,Americano,125.60078258699704
169,169,Country_28,2008,7.735073404778219,5.987002060422857,Americano,100.48036070910425
170,170,Country_2,2000,6.649482741856908,12.195401875117511,Americano,61.17082932159653
171,171,Country_42,2000,9.669581930923188,5.298647897379956,Latte,100.42574125551174
172,172,Country_45,2018,2.171518932984906,6.638259233289785,Espresso,125.67341577492708
173,173,Country_6,2005,7.909221204705137,6.160465644139785,Latte,53.245727229038735
174,174,Country_28,2017,9.670293151523264,10.077717584036757,Mocha,45.17969055351398
175,175,Country_28,2009,8.898173834823513,13.605025012006957,Americano,52.21237534866936
176,176,Country_44,2010,3.3431415344401065,9.621992212720604,Espresso,83.1412260083759
177,177,Country_44,2000,4.614562450013857,4.640677980486184,Americano,8.814137347277734
178,178,Country_20,2000,3.379614719011723,10.197278236565143,Espresso,117.06665203350916
179,179,Country_30,2012,6.810466910517633,12.772730992498104,Latte,21.688941809080088
180,180,Country_11,2004,7.697503855835938,5.45371817034755,Latte,20.79295986083072
181,181,Country_28,2019,4.536590154904466,4.799823357790509,Americano,30.451211764059646
182,182,Country_25,2000,6.316052591874364,6.06588555313326,Cappuccino,86.96218781090225
183,183,Country_39,2019,7.52736456056956,12.2069495510379,Espresso,43.54968799478944
184,184,Country_33,2002,5.370718532888387,10.508484614852016,Mocha,55.84545901899629
185,185,Country_1,2017,8.832124243643674,9.946541193579238,Cappuccino,139.81571753574104
186,186,Country_27,2008,8.172399482302538,6.744278840949452,Latte,127.2331248165708
187,187,Country_13,2013,2.5173243508045653,7.654602547715454,Espresso,127.97638943261258
188,188,Country_41,2016,6.969002392726632,14.624735142376766,Cappuccino,87.0686331655722
189,189,Country_3,2022,3.882604407677997,6.646877494023243,Mocha,130.10345594628163
190,190,Country_39,2013,6.460146117338202,13.918099655805973,Cappuccino,117.00630797574247
191,191,Country_6,2003,9.65510754106373,10.385846549035104,Mocha,143.03228363374828
192,192,Country_8,2004,9.032496036418,5.356261130083726,Latte,10.590892348265417
193,193,Country_27,2020,5.236131224921054,9.140436159705748,Espresso,5.280342914435997
194,194,Country_9,2016,4.332110866754827,14.434035890969634,Latte,27.079461167859776
195,195,Country_37,2021,3.875245955266072,8.604221579510945,Espresso,139.43363825568835
196,196,Country_33,2001,6.260118958052161,13.497252212682984,Cappuccino,91.22920078718263
197,197,Country_42,2022,2.9139876260644506,6.820715641168785,Latte,64.49076513659685
198,198,Country_44,2021,6.394200065025989,10.280143669804104,Espresso,77.39394815994662
199,199,Country_24,2004,2.010669115926336,13.28237264022171,Mocha,124.61108364592285
200,200,Country_15,2003,4.590797045966759,14.12757285286665,Espresso,139.4373893747847
201,201,Country_32,2003,3.75947451064465,9.344057038664308,Latte,109.72512631232556
202,202,Country_32,2005,9.769750319686256,11.03656912359972,Latte,114.21732710765716
203,203,Country_24,2019,7.817938556559832,4.032781438605641,Cappuccino,48.73632858041186
204,204,Country_41,2020,4.797227043697902,6.785456382647286,Mocha,70.58824409590633
205,205,Country_49,2012,2.742760692244964,7.065833141216404,Espresso,132.89631882720371
206,206,Country_49,2021,6.134404757524992,5.028423128198739,Latte,118.10418240081404
207,207,Country_12,2004,3.7075830506083385,7.076645146926744,Espresso,102.9563668507408
208,208,Country_39,2022,6.291436367186862,7.532342363639531,Americano,10.721778547329942
209,209,Country_2,2022,8.682898833431139,14.656426435250124,Mocha,6.886575698639273
210,210,Country_3,2006,6.926340416811083,11.354626186169211,Mocha,20.43123052398526
211,211,Country_49,2019,7.070307356360018,8.686055873579786,Americano,87.62727378047717
212,212,Country_37,2000,6.328242312502492,14.868599067650605,Mocha,80.92164025383134
213,213,Country_49,2013,9.418125061051274,5.685555522580723,Americano,141.460933155511
214,214,Country_17,2023,9.455221475364826,9.23656313323533,Espresso,104.51918636646606
215,215,Country_49,2003,6.1017856085884175,11.117684277539542,Americano,44.80191998446848
216,216,Country_2,2016,4.446075897148035,4.611386979324847,Cappuccino,25.0629477785389
217,217,Country_2,2020,5.676696047035551,11.886987438914309,Americano,127.58045265992892
218,218,Country_28,2013,3.492463297564925,5.098540882141888,Espresso,69.4839914496646
219,219,Country_23,2015,7.090754522544715,5.543105394596447,Mocha,98.36695511391846
220,220,Country_37,2013,6.000738686257866,5.756584637082925,Cappuccino,85.20639738202962
221,221,Country_32,2015,2.826403822506239,14.217788093210697,Americano,17.010995574358617
222,222,Country_33,2023,3.5811822489569227,11.515590996519846,Espresso,9.501699168592229
223,223,Country_1,2019,5.837055649596215,11.209702512134143,Cappuccino,57.175710267745615
224,224,Country_19,2007,9.100711925750868,10.110428461114914,Cappuccino,54.87099433431193
225,225,Country_2,2023,6.531125765048779,7.220865985646131,Cappuccino,101.39591883236704
226,226,Country_44,2002,7.452280001667766,10.829786750592866,Americano,95.1978609560731
227,227,Country_26,2018,4.712228397951278,8.511646918775039,Espresso,145.37219834113515
228,228,Country_32,2000,6.571291144353874,5.599577651018764,Espresso,128.85682591296418
229,229,Country_6,2001,5.579038581104539,11.585570193605063,Espresso,74.99079634051789
230,230,Country_32,2014,7.273039300985285,5.42540384722915,Latte,75.50377753184164
231,231,Country_4,2021,2.404604528632083,6.097354391232906,Mocha,101.44525513779146
232,232,Country_11,2009,5.946401729911673,12.994692430323664,Espresso,17.999496833218057
233,233,Country_17,2017,4.367941001151736,11.261288057376694,Latte,149.98369413007748
234,234,Country_38,2021,4.609480490223274,10.940902696350063,Latte,78.30240708529998
235,235,Country_24,2013,9.687339452464492,8.600230627769964,Cappuccino,136.5758262124365
236,236,Country_5,2016,3.461558501691062,8.359085700633083,Mocha,145.13609386317898
237,237,Country_34,2012,4.489962020628775,11.592888701039412,Cappuccino,87.66476824543756
238,238,Country_6,2000,6.079140605846974,12.140060924699505,Mocha,16.398948481191525
239,239,Country_22,2004,8.90421558519699,9.612345226007417,Cappuccino,86.4285254545757
240,240,Country_11,2012,5.333360665650964,14.661961687833788,Americano,90.04872313773203
241,241,Country_48,2013,7.950922247105368,14.512695148107593,Mocha,118.58977737922632
242,242,Country_16,2023,8.850992785718418,8.536724390140346,Latte,8.186160782241016
243,243,Country_33,2002,4.480130846574792,13.02684479711469,Latte,70.48098971206899
244,244,Country_9,2014,5.14200146830968,9.975946257582567,Mocha,138.49276849218515
245,245,Country_6,2018,4.85244978950685,9.62931476312892,Cappuccino,148.70356272311935
246,246,Country_16,2016,8.662846468943368,4.60460467516517,Americano,29.51601913512641
247,247,Country_29,2002,2.3547748956288093,10.313721815151412,Americano,130.71924991752024
248,248,Country_3,2015,4.46736871062944,13.906357236194811,Espresso,22.79133368296597
249,249,Country_20,2013,7.435268460761039,12.581472341146013,Mocha,126.33499075061668
250,250,Country_36,2011,6.523547996522741,12.649488591691885,Americano,42.31438139268187
251,251,Country_19,2011,5.490314874349554,5.759219424339731,Cappuccino,143.98416464132222
252,252,Country_26,2010,6.319585817771075,7.9429439184692,Cappuccino,104.62901588419491
253,253,Country_3,2016,3.5806766866265463,6.565254083152594,Latte,60.46747960707417
254,254,Country_19,2007,5.445732972864083,7.475068107011995,Americano,42.86502615631677
255,255,Country_20,2016,6.0136238734107925,10.37493277843098,Americano,36.05039159369236
256,256,Country_32,2020,9.209512975636812,8.012621947072727,Cappuccino,102.4380567229382
257,257,Country_7,2022,4.086681302431811,10.167675992106926,Latte,134.47285938395535
258,258,Country_41,2019,8.94262801731946,8.823513731020348,Americano,113.4863534725372
259,259,Country_33,2010,7.153931206607855,7.152771142947004,Cappuccino,125.3839391644648
260,260,Country_40,2001,2.162726648540808,5.049437776256745,Latte,117.42618137754604
261,261,Country_39,2009,7.797050695195149,13.810223030792608,Latte,146.89300230820487
262,262,Country_18,2009,2.2844150203924407,4.125107026051135,Cappuccino,113.9129340971224
263,263,Country_40,2010,9.979049014510505,4.018177369561683,Latte,32.32404925207079
264,264,Country_1,2005,8.981093501529582,13.094775137399006,Latte,118.94817135570273
265,265,Country_11,2003,4.378749980320365,14.96492034358369,Espresso,48.98833478673533
266,266,Country_28,2023,4.059289841573643,11.998131104850218,Latte,149.3741795367659
267,267,Country_25,2011,5.051528656844871,4.168012218691732,Americano,57.12422039492184
268,268,Country_50,2010,4.849335722515544,6.493592493353647,Latte,44.626269621237256
269,269,Country_23,2022,4.978702547083048,14.690049702881574,Americano,36.64318184082782
270,270,Country_31,2022,4.546212368955843,12.894646773912182,Cappuccino,99.1186831566971
271,271,Country_30,2012,6.969067254786651,10.23479828185182,Latte,17.27394216974215
272,272,Country_42,2004,3.314109309764992,6.605467803843949,Cappuccino,143.0804223782128
273,273,Country_35,2005,8.767850339568106,4.158072265194239,Mocha,44.85258911782744
274,274,Country_7,2000,8.499219872250523,4.229476199011499,Latte,45.014691044732366
275,275,Country_16,2005,5.811865662842163,10.731789498832493,Cappuccino,7.863848260351807
276,276,Country_26,2017,8.82183972222838,4.240150639876655,Mocha,37.65661016316256
277,277,Country_48,2021,3.9771605602423454,14.9299315611791,Americano,63.42792399575941
278,278,Country_49,2008,2.140523645631736,6.017222168431119,Americano,56.0713521434089
279,279,Country_2,2023,6.953663400238584,11.81778098056205,Americano,41.679968293996815
280,280,Country_1,2014,5.663275255717723,5.705656935536547,Americano,7.070831838040534
281,281,Country_48,2007,6.537316370366965,9.94102763207486,Americano,45.78662466724072
282,282,Country_12,2018,9.194715272147224,4.8867241731283935,Espresso,116.97130980120488
283,283,Country_5,2023,9.759404588527548,12.434562669865675,Cappuccino,66.38005051111121
284,284,Country_37,2015,7.075625118044824,10.434132041973124,Mocha,44.32552679220833
285,285,Country_32,2005,8.112444718819507,4.947833627415565,Mocha,46.41402798804571
286,286,Country_9,2005,2.670467467897314,13.33444808120006,Latte,83.61119889759122
287,287,Country_41,2021,3.285724679132045,10.017204762543722,Cappuccino,46.04160898312214
288,288,Country_35,2002,7.865638439623813,14.1375154101465,Espresso,94.988800660063
289,289,Country_19,2009,5.450923651104016,14.08285711045924,Espresso,148.42872254504215
290,290,Country_48,2000,5.567722163235246,14.125585684352409,Cappuccino,7.135283265317043
291,291,Country_16,2013,4.468861453083493,4.855637202205148,Americano,26.14177659890793
292,292,Country_3,2003,6.85885106782195,5.330535379299758,Americano,27.687024248064585
293,293,Country_20,2011,3.481320363329621,14.864763906878178,Cappuccino,67.61347737187023
294,294,Country_24,2005,7.015330234511165,9.363609035385766,Mocha,7.171388095952792
295,295,Country_33,2010,3.390390857081917,6.620354581120624,Americano,72.15071508363499
296,296,Country_24,2011,2.5106082776777088,12.466309373485238,Latte,139.4097889534218
297,297,Country_11,2009,4.642861509592488,6.907137433337302,Espresso,2.723049215212595
298,298,Country_49,2017,3.849122736078781,11.999372568205064,Americano,55.375891210591966
299,299,Country_8,2006,9.11193310845066,13.210143556347372,Mocha,114.37317204453376
300,300,Country_36,2006,2.439627630949013,12.626897150248087,Americano,24.01968054973845
301,301,Country_38,2010,3.412909540592983,7.014525890177289,Americano,12.556291376454778
302,302,Country_40,2003,6.389756844664396,8.417804314871608,Espresso,94.98600205213314
303,303,Country_20,2019,5.848537526779789,8.54576103556604,Latte,2.4826854483766447
304,304,Country_35,2000,2.3668161469976123,9.40400209914919,Latte,120.46380318428766
305,305,Country_48,2012,2.058019424121156,5.841101366941496,Mocha,10.961060281348717
306,306,Country_25,2017,9.9045435356892,8.977170554557766,Cappuccino,79.12878465363377
307,307,Country_35,2008,7.270677602870705,9.618612895670276,Cappuccino,111.27902882393134
308,308,Country_25,2023,4.923249047212455,9.848798962391577,Cappuccino,37.05963732322513
309,309,Country_29,2023,5.763457981305931,13.01890472982904,Mocha,16.42748412648789
310,310,Country_18,2008,4.132400963634296,9.690679483274447,Americano,27.16779219636486
311,311,Country_46,2022,4.758990269545678,6.538623147650427,Latte,128.34785221831626
312,312,Country_18,2008,7.192355738145712,11.294416120686058,Latte,106.16126345615156
313,313,Country_2,2009,9.062494390938966,12.770455584952876,Americano,30.51660933304957
314,314,Country_35,2001,3.473040184649479,7.51308833082088,Latte,107.70199877251818
315,315,Country_16,2005,8.722892043082549,11.098365219193656,Latte,106.58410736109433
316,316,Country_41,2014,2.9724530361461525,5.616317955406139,Cappuccino,149.6610396177881
317,317,Country_36,2002,3.7199377887071297,7.761189350358705,Cappuccino,59.34184750536095
318,318,Country_33,2010,2.297402304397168,14.001463225045976,Espresso,129.86317062727286
319,319,Country_4,2005,3.126494896743996,14.02438979478828,Espresso,67.51996020994943
320,320,Country_33,2002,9.338425163712404,10.3285703661737,Latte,134.76627331892806
321,321,Country_14,2023,5.675509972947029,11.725866069516174,Cappuccino,14.648474365743445
322,322,Country_21,2010,2.6213268942268284,13.394169567265354,Espresso,27.12158188866137
323,323,Country_48,2014,9.67781470431169,14.544085038438894,Espresso,127.6432000969368
324,324,Country_20,2012,9.0319384620692,9.388750843187465,Cappuccino,123.07574829170386
325,325,Country_8,2019,8.03746016694513,10.177333102886378,Espresso,46.50963498669114
326,326,Country_7,2009,9.467782335580464,8.572057233126133,Americano,89.92294940188471
327,327,Country_3,2005,3.761035366686113,4.791801307620716,Americano,58.022258593203375
328,328,Country_17,2014,8.69095434408069,8.650838196937002,Cappuccino,2.537285046224681
329,329,Country_33,2017,7.519929570834449,12.696900733213848,Cappuccino,4.889514858501926
330,330,Country_48,2017,8.958073996541508,12.853740477906817,Espresso,9.084198456754889
331,331,Country_12,2006,8.375292525941038,13.816148260526298,Latte,89.51675099451123
332,332,Country_22,2014,4.7719605054146,4.56613375693566,Mocha,42.60493256052366
333,333,Country_22,2017,8.195188296138046,9.798700485386972,Americano,22.44829644891869
334,334,Country_46,2017,4.0996504238791225,5.181669367307839,Americano,141.22853515813924
335,335,Country_30,2019,4.628737304224439,6.2081640148231765,Cappuccino,19.07648139510116
336,336,Country_38,2008,2.863245737783809,13.902381526186671,Latte,101.42327574730676
